time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
02:50:57 | 4.4.1 | 1/11 | 2375/5425 |   3.98% | 1,216,000/30,550,828 | 3h58m | 4.477 | — | — | — | —
02:51:03 | 4.4.1 | 1/11 | 2400/5425 |   4.02% | 1,228,800/30,550,828 | 3h57m | 4.901 | — | — | — | —
02:51:09 | 4.4.1 | 1/11 | 2425/5425 |   4.06% | 1,241,600/30,550,828 | 3h57m | 4.838 | — | — | — | —
02:51:15 | 4.4.1 | 1/11 | 2450/5425 |   4.11% | 1,254,400/30,550,828 | 3h57m | 5.036 | — | — | — | —
02:51:21 | 4.4.1 | 1/11 | 2475/5425 |   4.15% | 1,267,200/30,550,828 | 3h57m | 4.644 | — | — | — | —
02:51:27 | 4.4.1 | 1/11 | 2500/5425 |   4.19% | 1,280,000/30,550,828 | 3h57m | 4.703 | — | — | — | —
02:51:33 | 4.4.1 | 1/11 | 2525/5425 |   4.23% | 1,292,800/30,550,828 | 3h57m | 4.940 | — | — | — | —
02:51:39 | 4.4.1 | 1/11 | 2550/5425 |   4.27% | 1,305,600/30,550,828 | 3h57m | 4.793 | — | — | — | —
02:51:45 | 4.4.1 | 1/11 | 2575/5425 |   4.32% | 1,318,400/30,550,828 | 3h56m | 4.587 | — | — | — | —
02:51:51 | 4.4.1 | 1/11 | 2600/5425 |   4.36% | 1,331,200/30,550,828 | 3h56m | 4.611 | — | — | — | —
02:51:57 | 4.4.1 | 1/11 | 2625/5425 |   4.40% | 1,344,000/30,550,828 | 3h56m | 4.786 | — | — | — | —
02:52:04 | 4.4.1 | 1/11 | 2650/5425 |   4.44% | 1,356,800/30,550,828 | 3h56m | 4.748 | — | — | — | —
02:52:11 | 4.4.1 | 1/11 | 2675/5425 |   4.48% | 1,369,600/30,550,828 | 3h56m | 4.906 | — | — | — | —
02:52:17 | 4.4.1 | 1/11 | 2700/5425 |   4.52% | 1,382,400/30,550,828 | 3h56m | 5.198 | — | — | — | —
02:52:23 | 4.4.1 | 1/11 | 2725/5425 |   4.57% | 1,395,200/30,550,828 | 3h56m | 4.882 | — | — | — | —
02:52:29 | 4.4.1 | 1/11 | 2750/5425 |   4.61% | 1,408,000/30,550,828 | 3h56m | 4.730 | — | — | — | —
02:52:35 | 4.4.1 | 1/11 | 2775/5425 |   4.65% | 1,420,800/30,550,828 | 3h55m | 4.847 | — | — | — | —
02:52:42 | 4.4.1 | 1/11 | 2800/5425 |   4.69% | 1,433,600/30,550,828 | 3h56m | 4.730 | — | — | — | —
02:52:49 | 4.4.1 | 1/11 | 2825/5425 |   4.73% | 1,446,400/30,550,828 | 3h56m | 4.474 | — | — | — | —
02:52:55 | 4.4.1 | 1/11 | 2850/5425 |   4.78% | 1,459,200/30,550,828 | 3h55m | 5.055 | — | — | — | —
02:53:01 | 4.4.1 | 1/11 | 2875/5425 |   4.82% | 1,472,000/30,550,828 | 3h55m | 4.930 | — | — | — | —
02:53:07 | 4.4.1 | 1/11 | 2900/5425 |   4.86% | 1,484,800/30,550,828 | 3h55m | 4.548 | — | — | — | —
02:53:13 | 4.4.1 | 1/11 | 2925/5425 |   4.90% | 1,497,600/30,550,828 | 3h55m | 4.929 | — | — | — | —
02:53:19 | 4.4.1 | 1/11 | 2950/5425 |   4.94% | 1,510,400/30,550,828 | 3h55m | 5.443 | — | — | — | —
02:53:25 | 4.4.1 | 1/11 | 2975/5425 |   4.99% | 1,523,200/30,550,828 | 3h55m | 4.902 | — | — | — | —
02:53:32 | 4.4.1 | 1/11 | 3000/5425 |   5.03% | 1,536,000/30,550,828 | 3h55m | 4.559 | — | — | — | —
02:53:38 | 4.4.1 | 1/11 | 3025/5425 |   5.07% | 1,548,800/30,550,828 | 3h55m | 4.689 | — | — | — | —
02:53:44 | 4.4.1 | 1/11 | 3050/5425 |   5.11% | 1,561,600/30,550,828 | 3h54m | 4.812 | — | — | — | —
02:53:50 | 4.4.1 | 1/11 | 3075/5425 |   5.15% | 1,574,400/30,550,828 | 3h54m | 4.863 | — | — | — | —
02:53:56 | 4.4.1 | 1/11 | 3100/5425 |   5.19% | 1,587,200/30,550,828 | 3h54m | 4.610 | — | — | — | —
02:54:02 | 4.4.1 | 1/11 | 3125/5425 |   5.24% | 1,600,000/30,550,828 | 3h54m | 4.966 | — | — | — | —
02:54:08 | 4.4.1 | 1/11 | 3150/5425 |   5.28% | 1,612,800/30,550,828 | 3h54m | 4.985 | — | — | — | —
02:54:15 | 4.4.1 | 1/11 | 3175/5425 |   5.32% | 1,625,600/30,550,828 | 3h54m | 4.786 | — | — | — | —
02:54:21 | 4.4.1 | 1/11 | 3200/5425 |   5.36% | 1,638,400/30,550,828 | 3h54m | 4.715 | — | — | — | —
02:54:27 | 4.4.1 | 1/11 | 3225/5425 |   5.40% | 1,651,200/30,550,828 | 3h54m | 5.145 | — | — | — | —
02:54:33 | 4.4.1 | 1/11 | 3250/5425 |   5.45% | 1,664,000/30,550,828 | 3h53m | 5.045 | — | — | — | —
02:54:39 | 4.4.1 | 1/11 | 3275/5425 |   5.49% | 1,676,800/30,550,828 | 3h53m | 5.266 | — | — | — | —
02:54:45 | 4.4.1 | 1/11 | 3300/5425 |   5.53% | 1,689,600/30,550,828 | 3h53m | 4.720 | — | — | — | —
02:54:51 | 4.4.1 | 1/11 | 3325/5425 |   5.57% | 1,702,400/30,550,828 | 3h53m | 4.998 | — | — | — | —
02:54:58 | 4.4.1 | 1/11 | 3350/5425 |   5.61% | 1,715,200/30,550,828 | 3h53m | 4.444 | — | — | — | —
02:55:05 | 4.4.1 | 1/11 | 3375/5425 |   5.66% | 1,728,000/30,550,828 | 3h53m | 5.245 | — | — | — | —
02:55:11 | 4.4.1 | 1/11 | 3400/5425 |   5.70% | 1,740,800/30,550,828 | 3h53m | 4.434 | — | — | — | —
